Season,Episode,Episode Title,Scene,Name,Speaker,House of Speaker,Listener,House of Listener,Interaction,Interaction type,Interaction Score,Interaction Result
Season 1,Episode 3,Lord Snow,Scene 15,yoren,Yoren,Night's Watch,Tyrion Lannister,Lannister,Into the tunnel and out the other side. He'll be north of the Wall for a month or two.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,tyrion lannister,Tyrion Lannister,Lannister,Yoren,Night's Watch,So you're heading down to King's Landing too.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,yoren,Yoren,Night's Watch,Tyrion Lannister,Lannister,Day after tomorrow. I get about half of my recruits from their dungeons.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,tyrion lannister,Tyrion Lannister,Lannister,Yoren,Night's Watch,Let's share the road. I could use some decent company.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,yoren,Yoren,Night's Watch,Tyrion Lannister,Lannister,"I travel a bit on the grubby side, my Lord.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 15,tyrion lannister,Tyrion Lannister,Lannister,Yoren,Night's Watch,Not this time. We'll be staying at the finest castles and inns. No one turns away a Lannister.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,irri,Irri,Dothraki ,Daenerys Targaryen,Targaryen,"Yes, Khaleesi.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,daenerys targaryen,Daenerys Targaryen,Targaryen,Irri,Dothraki ,What are you doing?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,irri,Irri,Dothraki ,Jorah Mormont,Mormont,"When was last time you bleed, Khaleesi? You change, Khaleesi. It's a blessing from the Great Stallion.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,jorah mormont,Jorah Mormont,Mormont,Rakharo,Bodygaurd,"For a man on horseback, the curved blade is a good thing, easier to handle. It's a good weapon for a Dothrakan. But a man in full plate... the arakh won't get through the steel. That's where the broadsword has the advantage. Designed for piercing plate.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,rakharo,Rakharo,Bodygaurd,Jorah Mormont,Mormont,Dothraki don't wear steel dresses.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,jorah mormont,Jorah Mormont,Mormont,Rakharo,Bodygaurd,Armor.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,rakharo,Rakharo,Bodygaurd,Jorah Mormont,Mormont,Armor. Armor make a man... Vroz?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,jorah mormont,Jorah Mormont,Mormont,Rakharo,Bodygaurd,Slow.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,rakharo,Rakharo,Bodygaurd,Jorah Mormont,Mormont,Slow.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,jorah mormont,Jorah Mormont,Mormont,Rakharo,Bodygaurd,"It's true, but it also keeps a man alive.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,rakharo,Rakharo,Bodygaurd,Jorah Mormont,Mormont,My father taught me how to fight. He taught me that speed defeats size.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,jorah mormont,Jorah Mormont,Mormont,Rakharo,Bodygaurd,I've heard that your father was a famous warrior.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,rakharo,Rakharo,Bodygaurd,Jorah Mormont,Mormont,"He was bloodrider to Khal Bharbo. And your father, Jorah the Andal? He was a warrior also?",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,jorah mormont,Jorah Mormont,Mormont,Irri,Dothraki ,He still is. A man of great honor. And I betrayed him.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,irri,Irri,Dothraki ,Rakharo,Bodygaurd,The Khaleesi wants to eat something different tonight. Kill some rabbits.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,rakharo,Rakharo,Bodygaurd,Irri,Dothraki ,There are no rabbits.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,irri,Irri,Dothraki ,Rakharo,Bodygaurd,"Find some ducks, she likes ducks.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,rakharo,Rakharo,Bodygaurd,Irri,Dothraki ,"Have you seen any ducks, woman? No rabbits, no ducks. Do you have eyes in your head? Do you?",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,irri,Irri,Dothraki ,Jorah Mormont,Mormont,Dog then. I have seen many dogs.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,jorah mormont,Jorah Mormont,Mormont,Irri,Dothraki ,I don't think she wants to eat dog.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,irri,Irri,Dothraki ,Rakharo,Bodygaurd,The Khaleesi have baby inside her. It is true. She does not bleed for two moons. Her belly start to swell.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,rakharo,Rakharo,Bodygaurd,Irri,Dothraki ,A blessing from the Great Stallion.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,irri,Irri,Dothraki ,Jorah Mormont,Mormont,She does not want to eat horse.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,jorah mormont,Jorah Mormont,Mormont,Rhakaro,Bodygaurd,I'll have the boys butcher a goat for supper. I need to ride to Qohor.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,rhakaro,Rhakaro,Bodygaurd,Jorah Mormont,Mormont,We ride for Vaes Dothrak.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 16,jorah mormont,Jorah Mormont,Mormont,Rhakaro,Bodygaurd,Don't worry. I'll catch you. The horde's easy to find.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 17,jon snow,Jon Snow,Targaryen,Maester Aemon,Night's Watch,Don't stand so still. It's harder to hit a moving target. Except for you. You move too much. I could just hold my sword out and let you do the work for me.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 17,maester aemon,Maester Aemon,Night's Watch,Tyrion Lannister,Lannister,"How many winters have you seen, Lord Tyrion?",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 17,tyrion lannister,Tyrion Lannister,Lannister,Maester Aemon,Night's Watch,"Eight... no, nine.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 17,maester aemon,Maester Aemon,Night's Watch,Tyrion Lannister,Lannister,All of them brief?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 17,tyrion lannister,Tyrion Lannister,Lannister,Maester Aemon,Night's Watch,"They say the winter of my birth was three years long, Maester Aemon.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 17,maester aemon,Maester Aemon,Night's Watch,Jeor Mormont,Mormont,This summer has lasted nine. But reports from the Citadel tell us the days grow shorter. The Starks are always right eventually,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 17,jeor mormont,Jeor Mormont,Mormont,Tyrion Lannister,Lannister,"We've been capturing wildlings, more every month. They're fleeing south. The ones who flee... say they've seen the White Walkers.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 17,tyrion lannister,Tyrion Lannister,Lannister,Jeor Mormont,Mormont,"Yes, and the fishermen of Lannisport say they see mermaids.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 17,jeor mormont,Jeor Mormont,Mormont,Maester Aemon,Night's Watch,One of our own rangers swore he saw them kill his companions. He swore it right up to the moment Ned Stark chopped his head off.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 17,maester aemon,Maester Aemon,Night's Watch,Jeor Mormont,Mormont,The Night's Watch is the only thing standing between the realm and what lies beyond. And it has become an army of undisciplined boys and tired old men. There are less than a thousand of us now. We can't man the other castles on the Wall. We can't properly patrol the wilderness. We've barely enough resources to keep our lads armed and fed.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 17,jeor mormont,Jeor Mormont,Mormont,Maester Aemon,Night's Watch,Your sister sits by the side of the King. Tell her we need help.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 17,maester aemon,Maester Aemon,Night's Watch,Joer Mormont,Night's Watch,"When winter does come, gods help us all if we're not ready.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 18,daenerys targaryen,Daenerys Targaryen,Targaryen,Khal Drogo,Dothraki ,It's a boy.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 18,khal drogo,Khal Drogo,Dothraki ,Daenerys Targaryen,Targaryen,How do you know?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 18,daenerys targaryen,Daenerys Targaryen,Targaryen,Khal Drogo,Dothraki ,I know.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 19,jon snow,Jon Snow,Targaryen,Tyrion Lannister,Lannister,"I'm sorry to see you leave, Lannister.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 19,tyrion lannister,Tyrion Lannister,Lannister,Jon Snow,Targaryen,It's either me or this cold. And it doesn't appear to be going anywhere.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 19,jon snow,Jon Snow,Targaryen,Tyrion Lannister,Lannister,Will you stop at Winterfell on your way South?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 19,tyrion lannister,Tyrion Lannister,Lannister,Jon Snow,Targaryen,I expect I will. Gods know there aren't many feather beds between here and King's Landing.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 19,jon snow,Jon Snow,Targaryen,Tyrion Lannister,Lannister,"If you see my brother Bran, tell him I miss him. Tell him I'd visit if I could.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 19,tyrion lannister,Tyrion Lannister,Lannister,Jon Snow,Targaryen,Of course.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 19,jon snow,Jon Snow,Targaryen,Tyrion Lannister,Lannister,He'll never walk again.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 19,tyrion lannister,Tyrion Lannister,Lannister,Jon Snow,Snow,"If you're going to be a cripple, it's better to be a rich cripple. Take care, Snow.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 19,jon snow,Jon Snow,Snow,Tyrion Lannister,Lannister,"Farewell, My Lord.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 20,syrio forel,Syrio Forel,dancing master,Arya Stark,Stark,"You are late, boy. Tomorrow you will be here at midday.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 20,arya stark,Arya Stark,Stark,Syrio Forel,dancing master,Who are you?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 20,syrio forel,Syrio Forel,dancing master,Syrio Forel,dancing master,"Your dancing master, Syrio Forel.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 20,syrio forel,Syrio Forel,dancing master,Arya Stark,Stark,"Tomorrow you will catch it. Now pick it up. That is not the way, boy. This is not a great sword that is needing two hands to swing it.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 20,arya stark,Arya Stark,Stark,Syrio Forel,dancing master,It's too heavy.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 20,syrio forel,Syrio Forel,dancing master,Arya Stark,Stark,It is heavy as it needs to be to make you strong. Just so. One hand is all that is needed. Now you are standing all wrong. Turn your body side-face. So. You are skinny. That is good. The target is smaller. Now the grip... Let me see. The grip must be delicate.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 20,arya stark,Arya Stark,Stark,Syrio Forel,dancing master,What if I drop it?,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 20,syrio forel,Syrio Forel,dancing master,Arya Stark,Stark,"The steel must be part of your arm. Can you drop part of your arm? No. Nine years Syrio Forel was first sword to the Sealord of Braavos. He knows these things. You must listen to me, boy.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 20,arya stark,Arya Stark,Stark,Syrio Forel,dancing master,I'm a girl.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 20,syrio forel,Syrio Forel,dancing master,Arya Stark,Stark,"Boy, girl... You are a sword, that is all. That is the grip. You are not holding a battle-axe. You are holding...",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 20,arya stark,Arya Stark,Stark,Syrio Forel,dancing master,A needle.,Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 20,syrio forel,Syrio Forel,dancing master,Syrio Forel,dancing master,"Ahhh… Just so. Now we will begin the dance. Remember, child, this is not the dance of the Westeros we are learning... The knight's dance, hacking and hammering. This is the Bravo's dance... The water dance. It is swift and sudden. All men are made of water, do you know this? If you pierce them, the water leaks out and they die. Now you will try to strike me.",Conversation,1,NA
Season 1,Episode 3,Lord Snow,Scene 20,syrio forel,Syrio Forel,dancing master,Arya Stark,Stark,"Up! Dead. Dead. Very dead. Come. Again, faster.",Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,old nan,Old Nan,Nan,Theon Greyjoy,Greyjoy,The little Lordo s been dreaming again.,Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,theon greyjoy,Theon Greyjoy,Greyjoy,Bran Stark,Stark,We have visitors.,Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,bran stark,Bran Stark,Stark,Theon Greyjoy,Greyjoy,I don't want to see anyone.,Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,theon greyjoy,Theon Greyjoy,Greyjoy,Bran Stark,Stark,"Really? If I was cooped up all day with no one but this old bat for company, I'd go mad. Anyway, you don't have a choice. Robb's waiting.",Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,bran stark,Bran Stark,Stark,Theon Greyjoy,Greyjoy,I don't want to go.,Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,theon greyjoy,Theon Greyjoy,Greyjoy,Tyrion Lannister,Lannister,"Neither do I. But Robb's Lord of Winterfell, which means I do what he says and you do what I say. Hodor! Help Bran down the hall.",Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,tyrion lannister,Tyrion Lannister,Lannister,Robb Stark,Stark,I must say I received a slightly warmer welcome on my last visit.,Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,robb stark,Robb Stark,Stark,Tyrion Lannister,Lannister,Any man of the Night's Watch is welcome at Winterfell.,Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,tyrion lannister,Tyrion Lannister,Lannister,Robb Stark,Stark,"Any man of the Night's Watch, but not I, eh, boy?",Argument,-1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,robb stark,Robb Stark,Stark,Tyrion Lannister,Lannister,"I'm not your boy, Lannister. I'm Lord of Winterfell while my father is away.",Argument,-1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,tyrion lannister,Tyrion Lannister,Lannister,Tyrion Lannister,Lannister,Then you might learn a lordo s courtesy.,Argument,-1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,tyrion lannister,Tyrion Lannister,Lannister,Maester Luwin,Servant,So it's true. Hello Bran. Do you remember anything about what happened?,Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,maester luwin,Maester Luwin,Servant,Tyrion Lannister,Lannister,He has no memory of that day.,Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,tyrion lannister,Tyrion Lannister,Lannister,Robb Stark,Stark,Curious.,Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,robb stark,Robb Stark,Stark,Tyrion Lannister,Lannister,Why are you here?,Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,tyrion lannister,Tyrion Lannister,Lannister,Bran Stark,Stark,Would your charming companion be so kind as to kneel? My neck is beginning to hurt.,Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,bran stark,Bran Stark,Stark,Tyrion Lannister,Lannister,"Kneel, Hodor.",Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,tyrion lannister,Tyrion Lannister,Lannister,Bran Stark,Stark,"Do you like to ride, Bran?",Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,bran stark,Bran Stark,Stark,Maester Luwin,Servant,"Yes. Well, I mean I did like to.",Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,maester luwin,Maester Luwin,Servant,Tyrion Lannister,Lannister,The boy has lost the use of his legs.,Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,tyrion lannister,Tyrion Lannister,Lannister,Bran Stark,Stark,"What of it? With the right horse and saddle, even a cripple can ride.",Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,bran stark,Bran Stark,Stark,Tyrion Lannister,Lannister,I'm not a cripple.,Conversation,1,NA
Season 1,Episode 4,"Cripples, Bastards and Broken Things",Scene 1,tyrion lannister,Tyrion Lannister,Lannister,Bran Stark,Stark,Then I'm not a dwarf. My father will rejoice to hear it. I have a gift for you. Give that to your saddler. He'll provide the rest. You must shape the horse to the rider. Start with a yearling and teach it to respond to the reins and to the boy's voice.,Conversation,1,NA
