Season,Episode,Episode Title,Scene,Name,Speaker,House of Speaker,Listener,House of Listener,Interaction,Interaction type,Interaction Score,Interaction Result
Season 1,Episode 6,A Golden Crown,Scene 4,theon greyjoy,Theon Greyjoy,Greyjoy,Robb Stark,Stark,"To what, to save your brother's life? It was the only thing to do, so I did it.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 4,robb stark,Robb Stark,Stark,Osha,Free folk,What about her?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 4,osha,Osha,Free folk,Robb Stark,Stark,"Give me my life, my lord, and I'm yours.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 4,robb stark,Robb Stark,Stark,Theon Greyjoy,Greyjoy,We'll keep her alive.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 5,tyrion lannister,Tyrion Lannister,Lannister,Mord,Turnkey,Mord! Turnkey! Mord! Mord!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 5,mord,Mord,Turnkey,Tyrion Lannister,Lannister,Dwarf man making noise!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 5,tyrion lannister,Tyrion Lannister,Lannister,Mord,Turnkey,How would you like to be rich?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 5,mord,Mord,Turnkey,Tyrion Lannister,Lannister,Dwarf man still making noise.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 5,tyrion lannister,Tyrion Lannister,Lannister,Mord,Turnkey,"My family is rich. We have gold, lots of gold. I'm prepared to give you lots of gold.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 5,mord,Mord,Turnkey,Tyrion Lannister,Lannister,No gold!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 5,tyrion lannister,Tyrion Lannister,Lannister,Mord,Turnkey,"Well, I don't have it here.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 5,mord,Mord,Turnkey,Tyrion Lannister,Lannister,No gold! Fuck off.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 6,arya stark,Arya Stark,Stark,Syrio Forel,Dancing Master,I don't want to practice today.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 6,syrio forel,Syrio Forel,Dancing Master,Arya Stark,Stark,No?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 6,arya stark,Arya Stark,Stark,Syrio Forel,Dancing Master,They killed Jory. My father is hurt. I don't care about stupid wooden swords.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 6,syrio forel,Syrio Forel,Dancing Master,Arya Stark,Stark,You are troubled.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 6,arya stark,Arya Stark,Stark,Syrio Forel,Dancing Master,Yes -,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 6,syrio forel,Syrio Forel,Dancing Master,Arya Stark,Stark,"Good! Trouble is the perfect time for training. When you are dancing in the meadow with your dolls and kittens, this is not when fighting happens.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 6,arya stark,Arya Stark,Stark,Syrio Forel,Dancing Master,I don't like dolls and k -,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 6,syrio forel,Syrio Forel,Dancing Master,Syrio Forel,Dancing Master,You're not here. You're with your trouble. If you're with your trouble when fighting happens…,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 6,syrio forel,Syrio Forel,Dancing Master,Syrio Forel,Dancing Master,"More trouble for you. Just so… How can you be quick as a snake, or as quiet as a shadow, when you are somewhere else? You are fearing for your father, hmm? That is right. Do you pray to the gods?",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 6,syrio forel,Syrio Forel,Dancing Master,Syrio Forel,Dancing Master,The old and the new.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 6,syrio forel,Syrio Forel,Dancing Master,Arya Stark,Stark,There is only one god. And his name is death. And there is only one thing we say to death - “Not today.”,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,She has to eat a whole heart? I hope that wasn't my horse.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,jorah mormont,Jorah Mormont,Mormont,Viserys Targaryen,Targaryen,She's doing well.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,viserys targaryen,Viserys Targaryen,Targaryen,Viserys Targaryen,Targaryen,She'll never keep it down.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,Tell me what she is saying.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,jorah mormont,Jorah Mormont,Mormont,Jorah Mormont,Mormont,The prince is riding. I have heard the thunder of the hooves. Swift as the wind he rides. His enemies will cower before him… and their wives will weep tears of blood.”,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,jorah mormont,Jorah Mormont,Mormont,Viserys Targaryen,Targaryen,She's going to have a boy.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,He won't be a real Targaryen. He won't be a true dragon.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,jorah mormont,Jorah Mormont,Mormont,Daenerys Targaryen,Targaryen,"The stallion who mounts the world.” The stallion, is the khal of khals. He shall unite the people into a single khalasar. All the people of the world will be his herd.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,daenerys targaryen,Daenerys Targaryen,Targaryen,Viserys Targaryen,Targaryen,A prince rides inside me! And he shall be called Rhaego!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,They love her.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,jorah mormont,Jorah Mormont,Mormont,Jorah Mormont,Mormont,She truly is a queen today.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,jorah mormont,Jorah Mormont,Mormont,Viserys Targaryen,Targaryen,Don't let them see you carrying a sword in Vaes Dothrak. You know the law.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,It's not my law.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,jorah mormont,Jorah Mormont,Mormont,Viserys Targaryen,Targaryen,They don't belong to you.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,Whatever is hers is also mine.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,jorah mormont,Jorah Mormont,Mormont,Viserys Targaryen,Targaryen,"Once, perhaps.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,"If I sell one egg, I'll have enough to buy a ship. Two eggs - a ship and an army.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,jorah mormont,Jorah Mormont,Mormont,Viserys Targaryen,Targaryen,And you have all three.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,"I need a large army… I'm the last hope of a dynasty, Mormont. The greatest dynasty this world has ever seen, on my shoulders since I was five years old and no one has ever given me what they gave to her in that tent. Never. Not a piece of it… How can I carry what I need to carry without it? Hmm? Who can rule without wealth, or fear, or love? Oh, you stand there, all nobility and honor. You don't think I see you looking at my little sister, hmm? Don't think I know what you want? I don't care. You can have her. She can be queen of the savages and dine on the finest bloody horseparts, and you can dine on whichever parts of her you like. But let me go.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,jorah mormont,Jorah Mormont,Mormont,Viserys Targaryen,Targaryen,"You can go, but you can't have the eggs.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,You swore an oath to me. Does loyalty mean nothing to you?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,jorah mormont,Jorah Mormont,Mormont,Viserys Targaryen,Targaryen,It means everything to me.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,viserys targaryen,Viserys Targaryen,Targaryen,Jorah Mormont,Mormont,And yet here you stand?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 7,jorah mormont,Jorah Mormont,Mormont,Viserys Targaryen,Targaryen,And here I stand.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 8,tyrion lannister,Tyrion Lannister,Lannister,Mord,Turnkey,Mord! Mord! Mord! Mord! Mord!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 8,mord,Mord,Turnkey,Tyrion Lannister,Lannister,Noise again!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 8,tyrion lannister,Tyrion Lannister,Lannister,Tyrion Lannister,Lannister,About the gold -,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 8,tyrion lannister,Tyrion Lannister,Lannister,Mord,Turnkey,"Listen to me! Listen to me! Sometimes possession… is an abstract concept. When they captured me they took my purse, but the gold is still mine.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 8,mord,Mord,Turnkey,Tyrion Lannister,Lannister,Where?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 8,tyrion lannister,Tyrion Lannister,Lannister,Mord,Turnkey,"Where? I don't know where, but when they free me -",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 8,mord,Mord,Turnkey,Tyrion Lannister,Lannister,You want free? Go be free.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 8,tyrion lannister,Tyrion Lannister,Lannister,Mord,Turnkey,"Have you ever heard the phrase “Rich as a Lannister”? Of course you have. You're a smart man. You know who the Lannisters are. I am a Lannister. Tyrion, son of Tywin! And of course, you have also heard the phrase, “a Lannister always pays his debts.” If you deliver a message from me to Lady Arryn, I will be in your debt. I will owe you gold. If you deliver the message and I live, which I very much intend to do.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 8,mord,Mord,Turnkey,Tyrion Lannister,Lannister,What message?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 8,tyrion lannister,Tyrion Lannister,Lannister,Mord,Turnkey,Tell her I wish to confess my crimes.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Tyrion Lannister,Lannister,You wish to confess your crimes?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Lysa Arryn,Arryn,"Yes, my lady. I do, my lady.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Tyrion Lannister,Lannister,"Skycells always break them. Speak, Imp. Meet your gods as an honest man.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Lysa Arryn,Arryn,"Where do I begin, my lords and ladies? I'm a vile man, I confess it. My crimes and sins are beyond counting. I have lied and cheated, gambled and whored. I'm not particularly good at violence, but I'm good at convincing others to do violence for me. You want specifics, I suppose. When I was seven, I saw a servant girl bathing in the river. I stole her robe. She was forced to return to the castle, naked and in tears. I close my eyes, I can still see her tits bouncing. When I was ten, I stuffed my uncle's boots with goatshit. When confronted with my crime, I blamed a squire. Poor boy was flogged and… I escaped justice. When I was twelve, I milked my eel into a pot of turtle stew. I flogged the one-eyed snake. I skinned my sausage. I made the bald man cry into the turtle stew, which I do believe my sister ate. At least I hope she did. I once brought a jackass and a honeycomb into a brothel -",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Robin Arryn,Arryn,Silence!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,robin arryn,Robin Arryn,Arryn,Lysa Arryn,Arryn,What happened next?!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Tyrion Lannister,Lannister,What do you think you're doing?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Catelyn Stark,Stark,Confessing my crimes.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,catelyn stark,Catelyn Stark,Stark,Tyrion Lannister,Lannister,"Lord Tyrion, you are accused of hiring a man to slay my son Bran in his bed, and of conspiring to murder my sister's husband; Lord Jon Arryn, the Hand of the King.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Lysa Arryn,Arryn,"Oh, I'm very sorry. I don't know anything about all that.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Tyrion Lannister,Lannister,"You've had your little joke. I trust you enjoyed it. Mord, take him back to the dungeon. But this time find a smaller cell, with a steeper floor.",Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Lysa Arryn,Arryn,"Is this how justice is done in the Vale? you accuse me of crimes, I deny them, so you throw me in a cell to freeze and starve? Where is the King's Justice? I'm accused and demand a trial.",Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Tyrion Lannister,Lannister,"If you're tried and found guilty, then by the king's own laws you will pay with your life.",Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Lysa Arryn,Arryn,I understand the law.,Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Lysa Arryn,Arryn,We have no executioner in the Eyrie. Life is more elegant here. Open the Moon Door.,Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Tyrion Lannister,Lannister,"You want a trial, my Lord Lannister. Very well. My son will listen to whatever you have to say, and you will hear his judgement. Then you will leave, by one door or the other.",Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Lysa Arryn,Arryn,No need to bother Lord Robin. I demand a trial by combat.,Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Knight,Knight,You have that right.,Argument,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,knight,Knight,Knight,Knight,Knight,"My lady, I beg the honor. Let me be your champion.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,knight,Knight,Knight,Knight,Knight,The honor should be mine. For the love I bore your lord husband let me avenge his death.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,knight,Knight,Knight,Knight,Knight,"I'll fight for you, my Lady.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,knight,Knight,Knight,Knight,Knight,It'll be my honor.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,knight,Knight,Knight,Robin Arryn,Arryn,The honor should be mine.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,robin arryn,Robin Arryn,Arryn,Lysa Arryn,Arryn,Make the bad man fly!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Vardis Egen,captain,Ser Vardis… You're quiet. Did you want to avenge my husband?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,vardis egen,Vardis Egen,captain,Tyrion Lannister,Lannister,"With all my heart, my Lady. But the Imp is half my size. It would be shameful to slaughter such a man and call it justice.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Lysa Arryn,Arryn,Agreed.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Tyrion Lannister,Lannister,You demanded a trial by combat.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Vardis Egen,captain,"Now I demand a champion. I have that right, same as you.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,vardis egen,Vardis Egen,captain,Tyrion Lannister,Lannister,"My Lady, I would gladly fight the Imp's champion for you.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Lysa Arryn,Arryn,"I wouldn't be too glad, ser. I name my brother, Jaime Lannister.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Tyrion Lannister,Lannister,The Kingslayer is hundreds of miles from here.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Lysa Arryn,Arryn,"Send a raven for him, I'm happy to wait.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Tyrion Lannister,Lannister,The trial will be today.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Tyrion Lannister,Lannister,Do I have a volunteer?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,tyrion lannister,Tyrion Lannister,Lannister,Lysa Arryn,Arryn,Anyone?... Anyone?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,lysa arryn,Lysa Arryn,Arryn,Bronn,Tyrian Bodygaurd,I think that we can assume that no one is willing -,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 9,bronn,Bronn,Tyrian Bodygaurd,Tyrion Lannister,Lannister,I'll stand for the dwarf.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,lancel lannister,Lancel Lannister,Lannister,Robert Baratheon,Baratheon,"More wine, your Grace?",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,robert baratheon,Robert Baratheon,Baratheon,Renly Baratheon,Baratheon,"Oh, what was I saying?",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,renly baratheon,Renly Baratheon,Baratheon,Robert Baratheon,Baratheon,A simpler time.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,robert baratheon,Robert Baratheon,Baratheon,Barristan Selmy,Knight,"It was! It was. You're too young to remember. Wasn't it, Selmy?",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,barristan selmy,Barristan Selmy,Knight,Robert Baratheon,Baratheon,"It was, your Grace.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,robert baratheon,Robert Baratheon,Baratheon,Renly Baratheon,Baratheon,"The enemy was right there in the open, vicious as you like, all but sending you a bloody invitation. Nothing like today.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,renly baratheon,Renly Baratheon,Baratheon,Robert Baratheon,Baratheon,Sounds exhilarating.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,robert baratheon,Robert Baratheon,Baratheon,Renly Baratheon,Baratheon,"Exhilarating, yes. Not as exhilarating as those balls and masquerades you like to throw. You ever fucked a Riverlands girl?",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,renly baratheon,Renly Baratheon,Baratheon,Robert Baratheon,Baratheon,"Once, I think.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,robert baratheon,Robert Baratheon,Baratheon,Renly Baratheon,Baratheon,"You think? I think you'd remember. Back in our day, you weren't a real man until you fucked a girl from each of the Seven Kingdoms and the Riverlands. We called it “making the eight.”",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,renly baratheon,Renly Baratheon,Baratheon,Robert Baratheon,Baratheon,Those were some lucky girls.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,robert baratheon,Robert Baratheon,Baratheon,Barristan Selmy,Knight,"You ever make the eight, Barristan?",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,barristan selmy,Barristan Selmy,Knight,Robert Baratheon,Baratheon,"I don't believe so, your Grace.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,robert baratheon,Robert Baratheon,Baratheon,Renly Baratheon,Baratheon,Those were the days!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,renly baratheon,Renly Baratheon,Baratheon,Robert Baratheon,Baratheon,"What days were those? The ones where half of Westeros fought the other half and millions died? Or before that, when the Mad King slaughtered women and babies because the voices in his head told him they deserved it? Or way before that when dragons burned whole cities to the ground?",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,robert baratheon,Robert Baratheon,Baratheon,Renly Baratheon,Baratheon,"Easy, boy. You might be my brother, but you're speaking to the King.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 10,renly baratheon,Renly Baratheon,Baratheon,Robert Baratheon,Baratheon,I suppose it was all rather heroic. If you were drunk enough and had some poor Riverlands whore to shove your price inside and “make the eight.”,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,man,Man,Man,Grand Maester Pycelle,Grand Maester,"They burned most everything in the Riverlands, our fields, our granaries, our homes. They took our women and then they took ‘em again. When they was done, they butchered them as if they was animals. They covered our children in pitch and lit them on fire.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,grand maester pycelle,Grand Maester Pycelle,Grand Maester,Man,Man,"Brigands, most likely.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,man,Man,Man,Grand Maester Pycelle,Pycelle,"They weren't thieves, they didn't steal nothing. They even left something behind, your Grace.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,grand maester pycelle,Grand Maester Pycelle,Pycelle,Petyr Baelish,Treasurer,"It's the King's Hand you're addressing, not the king. The king is hunting.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,petyr baelish,Petyr Baelish,Treasurer,Eddard Stark,Stark,Fish. The sigil of House Tully. Isn't that your wife's House - Tully - my Lord Hand?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,eddard stark,Eddard Stark,Stark,Man,Man,"These men, were they flying a sigil? … A banner.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,man,Man,Man,Petyr Baelish,Treasurer,"None, your… Hand. The one who was leading them… Taller by a foot than any man I've ever met, saw him cut the blacksmith, saw him take the head off a horse with a single swing of his sword.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,petyr baelish,Petyr Baelish,Treasurer,Eddard Stark,Stark,That sounds like someone we know. The Mountain.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,eddard stark,Eddard Stark,Stark,Grand Maester Pycelle,Grand Maester,You're describing Ser Gregor Clegane.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,grand maester pycelle,Grand Maester Pycelle,Grand Maester,Petyr Baelish,Treasurer,Why should Ser Gregor turn brigand? The man is an anointed knight.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,petyr baelish,Petyr Baelish,Treasurer,Grand Maester Pycelle,Grand Maester,I've heard him called “Tywin Lannister's mad dog.” I'm sure you have as well. Can you think of any reason the Lannisters might possibly have for being angry with your wife?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,grand maester pycelle,Grand Maester Pycelle,Grand Maester,Petyr Baelish,Treasurer,"If the Lannisters were to order attacks on villages under the king's protection, it would be -",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,petyr baelish,Petyr Baelish,Treasurer,Grand Maester Pycelle,Grand Maester,It would be almost as brazen as attacking the Hand of the King in the streets of the capital.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,grand maester pycelle,Grand Maester Pycelle,Grand Maester,Eddard Stark,Stark,Wel…,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,eddard stark,Eddard Stark,Stark,Eddard Stark,Stark,"I cannot give you back your homes or restore your dead to life. But perhaps I can give you justice in the name of our king, Robert. Lord Beric Dondarrion.",Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,eddard stark,Eddard Stark,Stark,Beric Dondarrion,Dondarrion,You shall have the command. Assemble 100 men and ride to Ser Gregor's keep.,Order,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,beric dondarrion,Beric Dondarrion,Dondarrion,Eddard Stark,Stark,As you command.,Order,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,eddard stark,Eddard Stark,Stark,Grand Maester Pycelle,Grand Maester,"In the name of Robert of the House Baratheon, the First of his Name, King of the Andals and the First Men, Lord of the Seven Kingdoms and Protector of the Realm, I charge you to bring the king's justice to the false knight Gregor Clegane and all those who shared in his crimes. I denounce him and attaint him. I strip him of all ranks and titles of all lands and holdings, and sentence him to death.",Order,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,grand maester pycelle,Grand Maester Pycelle,Grand Maester,Eddard Stark,Stark,My lord… This… This is a drastic action. It would be better to wait for King Robert's return.,Order,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,eddard stark,Eddard Stark,Stark,Grand Maester Pycelle,Grand Maester,Grand Maester Pycelle.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,grand maester pycelle,Grand Maester Pycelle,Grand Maester,Eddard Stark,Stark,My Lord.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,eddard stark,Eddard Stark,Stark,Petyr Baelish,Treasurer,"Send a raven to Casterly Rock. Inform Tywin Lannister that he has been summoned to court to answer for the crimes of his bannermen. He will arrive within the fortnight, or be branded an enemy of the crown and a traitor to the realm.",Order,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,petyr baelish,Petyr Baelish,Treasurer,Eddard Stark,Stark,"A bold move, my Lord, and admirable. But is it wise to yank the lion's tail? Tywin Lannister is the richest man in all the Seven Kingdoms. Gold wins wars, not soldiers.",Order,-1,NA
Season 1,Episode 6,A Golden Crown,Scene 11,eddard stark,Eddard Stark,Stark,Petyr Baelish,Treasurer,Then how come Robert is king and not Tywin Lannister?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 12,robin arryn,Robin Arryn,Arryn,Lysa Arryn,Arryn,Is it over?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 12,lysa arryn,Lysa Arryn,Arryn,Bronn,Tyrian Bodygaurd,You don't fight with honor!,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 12,bronn,Bronn,Tyrian Bodygaurd,Robin Arryn,Arryn,No. He did.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 12,robin arryn,Robin Arryn,Arryn,Tyrion Lannister,Lannister,Can I make the little man fly now?,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 12,tyrion lannister,Tyrion Lannister,Lannister,Tyrion Lannister,Lannister,Not this little man. This little man is going home. I believe you have something of mine.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 12,tyrion lannister,Tyrion Lannister,Lannister,Lysa Arryn,Arryn,A Lannister always pays his debts.,Conversation,1,NA
Season 1,Episode 6,A Golden Crown,Scene 13,mordane,Mordane,stark's tutor,Sansa Stark,Stark,You wear your hair like a real southern lady now.,Conversation,1,NA
